player,position,rating,total_remates,xG,passes_certos,toques,toques_area_adv,dribles,duelos,match_id,home,away,score
Larrazabal G.,Médio ofensivo,8.3,1,0.31,8/17 (47%),46,3,0/2 (0%),5,IcJBYh6e,Casa Pia AC,Torreense,2-0
Kaly,Defesa-central,8.1,1,0.21,17/18 (94%),38,-,1/1 (100%),11,IcJBYh6e,Casa Pia AC,Torreense,2-0
Ofori L.,Médio,7.8,1,0.91,16/18 (89%),29,2,-,5,IcJBYh6e,Casa Pia AC,Torreense,2-0
Prieto K.,Ala,7.8,2,0.03,13/18 (72%),45,1,1/2 (50%),14,IcJBYh6e,Casa Pia AC,Torreense,2-0
Geraldes A.,Ala,7.6,-,-,23/28 (82%),56,-,2/3 (67%),7,IcJBYh6e,Casa Pia AC,Torreense,2-0
Sousa D.,Defesa-central,7.4,1,0.05,21/26 (81%),37,2,-,5,IcJBYh6e,Casa Pia AC,Torreense,2-0
Lucas Paes,Guarda-redes,7.3,-,-,21/24 (88%),43,-,-,-,IcJBYh6e,Casa Pia AC,Torreense,2-0
Osundina K.,Avançado,7.2,1,0.08,1/1 (100%),4,2,1/1 (100%),1,IcJBYh6e,Casa Pia AC,Torreense,2-0
Jean D.,Extremo,7.0,5,0.48,25/34 (74%),58,12,2/3 (67%),13,IcJBYh6e,Casa Pia AC,Torreense,2-0
Perez S.,Médio,7.0,-,-,23/29 (79%),42,1,0/1 (0%),10,IcJBYh6e,Casa Pia AC,Torreense,2-0
Vazquez J.,Lateral,7.0,4,0.13,22/40 (55%),79,2,0/1 (0%),6,IcJBYh6e,Casa Pia AC,Torreense,2-0
Cassiano,Avançado,6.9,1,0.28,5/7 (71%),17,2,0/1 (0%),6,IcJBYh6e,Casa Pia AC,Torreense,2-0
Guilherme Liberato,Médio,6.7,1,0.10,39/43 (91%),66,3,1/2 (50%),13,IcJBYh6e,Casa Pia AC,Torreense,2-0
Livramento D.,Avançado,6.7,4,0.46,5/11 (45%),23,6,1/2 (50%),14,IcJBYh6e,Casa Pia AC,Torreense,2-0
Sequeira P.,Guarda-redes,6.7,-,-,8/24 (33%),33,-,-,-,IcJBYh6e,Casa Pia AC,Torreense,2-0
Alfaro A.,Médio,6.6,4,0.11,27/30 (90%),43,2,-,2,IcJBYh6e,Casa Pia AC,Torreense,2-0
Danilo,Defesa,6.6,-,-,14/18 (78%),37,1,1/1 (100%),8,IcJBYh6e,Casa Pia AC,Torreense,2-0
Livolant J.,Médio ofensivo,6.6,1,0.11,12/20 (60%),33,4,1/2 (50%),8,IcJBYh6e,Casa Pia AC,Torreense,2-0
Mohamed I.,Médio,6.6,-,-,3/7 (43%),13,-,0/1 (0%),4,IcJBYh6e,Casa Pia AC,Torreense,2-0
Marques J.,Avançado,6.5,-,-,7/9 (78%),13,-,0/1 (0%),5,IcJBYh6e,Casa Pia AC,Torreense,2-0
Seydi I.,Avançado,6.5,-,-,6/8 (75%),19,2,1/2 (50%),2,IcJBYh6e,Casa Pia AC,Torreense,2-0
Goulart J.,Defesa-central,6.4,-,-,11/14 (79%),26,1,-,7,IcJBYh6e,Casa Pia AC,Torreense,2-0
David Bruno,Lateral,6.3,-,-,26/29 (90%),42,-,-,2,IcJBYh6e,Casa Pia AC,Torreense,2-0
Zohi K.,Avançado,6.3,-,-,9/13 (69%),15,1,-,2,IcJBYh6e,Casa Pia AC,Torreense,2-0
Costinha,Médio ofensivo,6.2,-,-,8/8 (100%),15,-,-,6,IcJBYh6e,Casa Pia AC,Torreense,2-0
Leo Silva,Médio,6.1,1,0.14,29/32 (91%),40,2,-,10,IcJBYh6e,Casa Pia AC,Torreense,2-0
Mohamed D.,Defesa-central,6.0,-,-,43/54 (80%),66,1,-,5,IcJBYh6e,Casa Pia AC,Torreense,2-0
Quintero L.,Extremo,6.0,1,0.02,13/15 (87%),31,2,0/2 (0%),7,IcJBYh6e,Casa Pia AC,Torreense,2-0
Stopira,Defesa-central,6.0,2,0.19,36/42 (86%),54,3,-,12,IcJBYh6e,Casa Pia AC,Torreense,2-0
Drammeh M.,Avançado,5.6,2,0.11,11/13 (85%),32,5,0/1 (0%),15,IcJBYh6e,Casa Pia AC,Torreense,2-0
Conte A.,Defesa,-,-,-,2/4 (50%),7,-,-,1,IcJBYh6e,Casa Pia AC,Torreense,2-0
Simoes A.,Médio,-,-,-,4/5 (80%),7,-,-,-,IcJBYh6e,Casa Pia AC,Torreense,2-0
Stopira,Defesa-central,7.7,1,0.01,37/42 (88%),58,1,1/1 (100%),15,ppL3zFyq,Torreense,Casa Pia AC,0-0
Vazquez J.,Lateral,7.7,1,0.06,38/42 (90%),70,1,-,3,ppL3zFyq,Torreense,Casa Pia AC,0-0
David Bruno,Lateral,7.6,-,-,33/40 (83%),64,2,-,2,ppL3zFyq,Torreense,Casa Pia AC,0-0
Larrazabal G.,Ala,7.5,1,0.04,18/25 (72%),42,2,0/1 (0%),11,ppL3zFyq,Torreense,Casa Pia AC,0-0
Kaly,Defesa-central,7.4,-,-,16/21 (76%),35,-,-,6,ppL3zFyq,Torreense,Casa Pia AC,0-0
Sequeira P.,Guarda-redes,7.2,-,-,18/30 (60%),34,-,-,-,ppL3zFyq,Torreense,Casa Pia AC,0-0
Leo Silva,Médio,7.1,2,0.11,41/50 (82%),71,2,-,13,ppL3zFyq,Torreense,Casa Pia AC,0-0
Mohamed I.,Médio,7.1,-,-,25/34 (74%),49,-,-,11,ppL3zFyq,Torreense,Casa Pia AC,0-0
Lucas Paes,Guarda-redes,7.0,-,-,19/30 (63%),48,-,-,2,ppL3zFyq,Torreense,Casa Pia AC,0-0
Sousa D.,Defesa-central,7.0,1,0.05,31/40 (78%),52,1,-,5,ppL3zFyq,Torreense,Casa Pia AC,0-0
Goulart J.,Defesa-central,6.9,-,-,28/35 (80%),52,-,-,7,ppL3zFyq,Torreense,Casa Pia AC,0-0
Quintero L.,Extremo,6.8,-,-,12/16 (75%),26,2,5/6 (83%),8,ppL3zFyq,Torreense,Casa Pia AC,0-0
Alfaro A.,Médio ofensivo,6.6,4,0.31,17/24 (71%),36,4,1/1 (100%),5,ppL3zFyq,Torreense,Casa Pia AC,0-0
Mohamed D.,Defesa-central,6.6,1,0.04,38/44 (86%),51,1,-,4,ppL3zFyq,Torreense,Casa Pia AC,0-0
Prieto K.,Avançado,6.6,-,-,2/4 (50%),15,-,0/1 (0%),6,ppL3zFyq,Torreense,Casa Pia AC,0-0
Seydi I.,Avançado,6.5,-,-,6/9 (67%),13,1,0/1 (0%),4,ppL3zFyq,Torreense,Casa Pia AC,0-0
Simoes A.,Médio,6.5,1,0.02,11/12 (92%),21,2,-,4,ppL3zFyq,Torreense,Casa Pia AC,0-0
Geraldes A.,Defesa,6.4,-,-,0/1 (0%),6,-,-,1,ppL3zFyq,Torreense,Casa Pia AC,0-0
Livolant J.,Médio ofensivo,6.2,-,-,6/13 (46%),23,2,0/1 (0%),6,ppL3zFyq,Torreense,Casa Pia AC,0-0
Drammeh M.,Avançado,6.0,1,0.05,6/13 (46%),31,6,0/1 (0%),10,ppL3zFyq,Torreense,Casa Pia AC,0-0
Guilherme Liberato,Médio,6.0,-,-,29/39 (74%),56,1,2/3 (67%),20,ppL3zFyq,Torreense,Casa Pia AC,0-0
Jean D.,Extremo,6.0,2,0.07,16/21 (76%),34,1,2/4 (50%),11,ppL3zFyq,Torreense,Casa Pia AC,0-0
Cassiano,Avançado,5.9,2,0.24,2/5 (40%),11,1,-,12,ppL3zFyq,Torreense,Casa Pia AC,0-0
Livramento D.,Avançado,5.9,1,0.32,1/4 (25%),14,1,1/2 (50%),11,ppL3zFyq,Torreense,Casa Pia AC,0-0
Ofori L.,Médio,5.7,1,0.01,27/33 (82%),47,-,0/1 (0%),6,ppL3zFyq,Torreense,Casa Pia AC,0-0
Marques J.,Médio ofensivo,5.6,-,-,13/21 (62%),31,-,1/2 (50%),14,ppL3zFyq,Torreense,Casa Pia AC,0-0
Rosas P.,Ala,4.5,-,-,12/15 (80%),31,-,1/1 (100%),5,ppL3zFyq,Torreense,Casa Pia AC,0-0
Costinha,Avançado,-,-,-,5/6 (83%),7,1,-,1,ppL3zFyq,Torreense,Casa Pia AC,0-0
Perez S.,Médio,-,-,-,1/1 (100%),3,-,-,1,ppL3zFyq,Torreense,Casa Pia AC,0-0
Zohi K.,Avançado,-,1,0.05,0/1 (0%),4,1,-,-,ppL3zFyq,Torreense,Casa Pia AC,0-0
Prestianni G.,Extremo,7.9,2,0.80,26/31 (84%),52,8,2/6 (33%),11,f5SwUIIi,Estoril,Benfica,1-3
Araujo T.,Defesa-central,7.7,2,0.23,60/67 (90%),74,2,-,1,f5SwUIIi,Estoril,Benfica,1-3
Bah A.,Lateral,7.7,2,0.61,28/32 (88%),51,3,0/1 (0%),10,f5SwUIIi,Estoril,Benfica,1-3
Boma K.,Defesa,7.6,-,-,22/25 (88%),34,1,-,4,f5SwUIIi,Estoril,Benfica,1-3
Rios R.,Médio,7.4,4,1.63,34/40 (85%),64,5,1/1 (100%),12,f5SwUIIi,Estoril,Benfica,1-3
Aursnes F.,Médio,7.3,-,-,54/61 (89%),72,1,-,4,f5SwUIIi,Estoril,Benfica,1-3
Rafa Silva,Médio ofensivo,7.3,2,0.39,14/21 (67%),36,15,1/1 (100%),5,f5SwUIIi,Estoril,Benfica,1-3
Trubin A.,Guarda-redes,7.0,-,-,15/25 (60%),38,-,-,-,f5SwUIIi,Estoril,Benfica,1-3
Pavlidis V.,Avançado,6.9,1,0.05,21/30 (70%),39,9,0/1 (0%),6,f5SwUIIi,Estoril,Benfica,1-3
Peixinho,Avançado,6.9,4,0.79,8/9 (89%),17,3,-,2,f5SwUIIi,Estoril,Benfica,1-3
Lukebakio D.,Avançado,6.8,3,0.20,5/7 (71%),15,2,1/1 (100%),2,f5SwUIIi,Estoril,Benfica,1-3
Dahl S.,Lateral,6.7,-,-,35/37 (95%),62,2,2/2 (100%),9,f5SwUIIi,Estoril,Benfica,1-3
Dedic A.,Defesa,6.7,-,-,11/12 (92%),15,1,-,-,f5SwUIIi,Estoril,Benfica,1-3
Lominadze N.,Médio,6.7,1,0.02,10/11 (91%),15,-,1/1 (100%),2,f5SwUIIi,Estoril,Benfica,1-3
Schjelderup A.,Extremo,6.7,2,0.12,24/26 (92%),44,6,1/2 (50%),10,f5SwUIIi,Estoril,Benfica,1-3
Otamendi N.,Defesa-central,6.6,-,-,54/60 (90%),66,-,-,4,f5SwUIIi,Estoril,Benfica,1-3
Amaral P.,Defesa,6.5,1,0.02,19/24 (79%),36,2,-,2,f5SwUIIi,Estoril,Benfica,1-3
Guitane R.,Avançado,6.5,-,-,21/21 (100%),35,1,2/4 (50%),10,f5SwUIIi,Estoril,Benfica,1-3
Ferro,Defesa-central,6.4,-,-,16/19 (84%),33,-,-,6,f5SwUIIi,Estoril,Benfica,1-3
Holsgrove J.,Médio,6.4,2,0.03,57/62 (92%),76,1,0/1 (0%),4,f5SwUIIi,Estoril,Benfica,1-3
Lacximicant A.,Avançado,6.4,3,0.21,8/11 (73%),25,4,0/1 (0%),8,f5SwUIIi,Estoril,Benfica,1-3
Robles J.,Guarda-redes,6.4,-,-,13/22 (59%),31,-,-,-,f5SwUIIi,Estoril,Benfica,1-3
Sanchez R.,Lateral,6.3,1,0.02,34/43 (79%),62,3,0/2 (0%),7,f5SwUIIi,Estoril,Benfica,1-3
Xeka,Médio,6.3,1,0.02,28/36 (78%),55,-,1/2 (50%),8,f5SwUIIi,Estoril,Benfica,1-3
Bacher F.,Defesa-central,6.1,-,-,30/35 (86%),48,-,-,5,f5SwUIIi,Estoril,Benfica,1-3
Barreiro L.,Médio,6.0,1,0.11,2/2 (100%),8,1,0/1 (0%),8,f5SwUIIi,Estoril,Benfica,1-3
Carvalho J.,Médio,6.0,-,-,40/52 (77%),63,-,1/2 (50%),7,f5SwUIIi,Estoril,Benfica,1-3
Pizzi,Médio ofensivo,6.0,-,-,25/29 (86%),32,-,1/1 (100%),3,f5SwUIIi,Estoril,Benfica,1-3
Begraoui Y.,Avançado,5.9,2,0.17,20/21 (95%),31,5,2/3 (67%),9,f5SwUIIi,Estoril,Benfica,1-3
Costa G.,Lateral,5.9,1,0.24,5/10 (50%),25,1,1/1 (100%),6,f5SwUIIi,Estoril,Benfica,1-3
Bruma,Avançado,-,-,-,2/3 (67%),3,-,-,-,f5SwUIIi,Estoril,Benfica,1-3
Manu,Médio,-,-,-,8/10 (80%),12,1,-,1,f5SwUIIi,Estoril,Benfica,1-3
Rafa Soares,Lateral,7.8,-,-,31/36 (86%),55,-,-,2,lS5CDcYA,Famalicão,Alverca,1-0
Abubakar U.,Avançado,7.8,3,0.23,3/5 (60%),12,4,-,2,lS5CDcYA,Famalicão,Alverca,1-0
Sa G.,Médio ofensivo,7.3,1,0.04,27/33 (82%),46,4,0/1 (0%),8,lS5CDcYA,Famalicão,Alverca,1-0
De Amorim M.,Médio,7.0,-,-,23/24 (96%),35,-,0/1 (0%),8,lS5CDcYA,Famalicão,Alverca,1-0
Naves,Defesa-central,7.0,-,-,61/63 (97%),77,-,-,3,lS5CDcYA,Famalicão,Alverca,1-0
Pinheiro R.,Lateral,7.0,1,0.03,28/35 (80%),58,2,1/2 (50%),6,lS5CDcYA,Famalicão,Alverca,1-0
Carevic L.,Guarda-redes,6.9,-,-,37/39 (95%),42,-,-,-,lS5CDcYA,Famalicão,Alverca,1-0
De Haas J.,Defesa-central,6.9,-,-,66/70 (94%),79,1,-,8,lS5CDcYA,Famalicão,Alverca,1-0
Van de Looi T.,Médio,6.9,2,0.10,38/41 (93%),49,-,0/1 (0%),9,lS5CDcYA,Famalicão,Alverca,1-0
Realpe L.,Defesa-central,6.8,-,-,56/62 (90%),68,-,-,5,lS5CDcYA,Famalicão,Alverca,1-0
Elisor S.,Avançado,6.4,1,0.02,9/12 (75%),18,2,-,3,lS5CDcYA,Famalicão,Alverca,1-0
Lincoln,Médio,6.4,-,-,34/38 (89%),50,1,3/3 (100%),5,lS5CDcYA,Famalicão,Alverca,1-0
Rhaldney,Médio,6.4,-,-,34/38 (89%),45,-,1/1 (100%),5,lS5CDcYA,Famalicão,Alverca,1-0
Sorriso,Extremo,6.4,1,0.11,19/26 (73%),49,3,0/1 (0%),9,lS5CDcYA,Famalicão,Alverca,1-0
Spencer D.,Ala,6.4,-,-,25/35 (71%),64,2,3/4 (75%),7,lS5CDcYA,Famalicão,Alverca,1-0
Matheus Mendes,Guarda-redes,6.3,-,-,19/25 (76%),39,-,-,1,lS5CDcYA,Famalicão,Alverca,1-0
Baseya S.,Defesa-central,6.2,1,0.18,56/59 (95%),68,2,1/1 (100%),4,lS5CDcYA,Famalicão,Alverca,1-0
Gil Dias,Extremo,5.8,2,0.03,16/23 (70%),40,2,0/1 (0%),7,lS5CDcYA,Famalicão,Alverca,1-0
Julian I.,Defesa-central,5.7,-,-,53/58 (91%),65,-,1/1 (100%),4,lS5CDcYA,Famalicão,Alverca,1-0
Figueiredo,Médio ofensivo,5.5,1,0.01,25/32 (78%),46,2,1/2 (50%),10,lS5CDcYA,Famalicão,Alverca,1-0
Touaizi N.,Ala,5.5,2,0.05,27/38 (71%),63,3,0/1 (0%),6,lS5CDcYA,Famalicão,Alverca,1-0
Chiquinho,Médio ofensivo,5.4,1,0.08,12/17 (71%),41,2,2/2 (100%),14,lS5CDcYA,Famalicão,Alverca,1-0
Sandro Lima,Avançado,5.4,1,0.13,15/19 (79%),30,2,0/1 (0%),10,lS5CDcYA,Famalicão,Alverca,1-0
Beney R.,Avançado,-,-,-,2/3 (67%),6,1,-,1,lS5CDcYA,Famalicão,Alverca,1-0
Felipe Lima,Avançado,-,-,-,2/3 (67%),4,2,-,1,lS5CDcYA,Famalicão,Alverca,1-0
Garcia F.,Avançado,-,-,-,0/1 (0%),1,-,-,-,lS5CDcYA,Famalicão,Alverca,1-0
Gui D.,Médio,-,1,0.01,2/2 (100%),4,1,-,1,lS5CDcYA,Famalicão,Alverca,1-0
Joujou A.,Avançado,-,-,-,1/2 (50%),3,1,-,-,lS5CDcYA,Famalicão,Alverca,1-0
Kauan,Defesa,-,-,-,-,1,-,-,-,lS5CDcYA,Famalicão,Alverca,1-0
Moreira V.,Médio,-,-,-,2/3 (67%),5,2,-,-,lS5CDcYA,Famalicão,Alverca,1-0
Pena M.,Médio,-,-,-,1/1 (100%),4,-,-,1,lS5CDcYA,Famalicão,Alverca,1-0
Santos P.,Avançado,-,-,-,-,4,-,-,2,lS5CDcYA,Famalicão,Alverca,1-0
Quaresma E.,Defesa-central,8.8,1,0.15,83/88 (94%),105,1,2/2 (100%),10,rRbLBy3N,Sporting CP,Gil Vicente,3-0
Suarez L.,Avançado,8.7,4,0.22,26/31 (84%),47,9,2/2 (100%),9,rRbLBy3N,Sporting CP,Gil Vicente,3-0
Hjulmand M.,Médio,8.0,3,0.82,56/58 (97%),71,3,0/1 (0%),10,rRbLBy3N,Sporting CP,Gil Vicente,3-0
Inacio G.,Defesa-central,7.9,-,-,106/113 (94%),123,-,-,8,rRbLBy3N,Sporting CP,Gil Vicente,3-0
Pote,Extremo,7.4,1,0.08,23/27 (85%),47,5,0/2 (0%),6,rRbLBy3N,Sporting CP,Gil Vicente,3-0
Araujo M.,Lateral,7.0,1,0.02,34/40 (85%),61,2,0/2 (0%),14,rRbLBy3N,Sporting CP,Gil Vicente,3-0
Moreira A.,Avançado,7.0,1,0.05,7/8 (88%),19,2,0/2 (0%),4,rRbLBy3N,Sporting CP,Gil Vicente,3-0
Quenda G.,Avançado,6.9,-,-,5/8 (63%),9,1,-,1,rRbLBy3N,Sporting CP,Gil Vicente,3-0
Silva R.,Guarda-redes,6.9,-,-,28/31 (90%),34,-,-,-,rRbLBy3N,Sporting CP,Gil Vicente,3-0
Vagiannidis G.,Lateral,6.9,-,-,31/35 (89%),49,2,1/3 (33%),9,rRbLBy3N,Sporting CP,Gil Vicente,3-0
Esteves L.,Médio,6.7,3,0.08,41/48 (85%),68,-,1/1 (100%),13,rRbLBy3N,Sporting CP,Gil Vicente,3-0
Caseres F.,Médio,6.5,-,-,41/44 (93%),49,-,-,4,rRbLBy3N,Sporting CP,Gil Vicente,3-0
Luis Guilherme,Avançado,6.5,-,-,12/12 (100%),16,1,0/1 (0%),3,rRbLBy3N,Sporting CP,Gil Vicente,3-0
Morita H.,Médio,6.5,-,-,40/48 (83%),57,1,1/1 (100%),6,rRbLBy3N,Sporting CP,Gil Vicente,3-0
Trincão,Médio ofensivo,6.5,3,0.27,35/39 (90%),62,3,2/5 (40%),13,rRbLBy3N,Sporting CP,Gil Vicente,3-0
Bragança D.,Médio,6.4,-,-,17/17 (100%),19,-,-,-,rRbLBy3N,Sporting CP,Gil Vicente,3-0
Buatu J.,Defesa-central,6.4,-,-,22/25 (88%),39,2,-,9,rRbLBy3N,Sporting CP,Gil Vicente,3-0
Catamo G.,Extremo,6.3,2,0.06,28/31 (90%),49,5,1/3 (33%),7,rRbLBy3N,Sporting CP,Gil Vicente,3-0
Hernandez H.,Avançado,6.3,-,-,1/1 (100%),2,-,-,2,rRbLBy3N,Sporting CP,Gil Vicente,3-0
Hevertton S.,Defesa,6.3,-,-,6/8 (75%),13,-,0/1 (0%),4,rRbLBy3N,Sporting CP,Gil Vicente,3-0
Konan G.,Lateral,6.2,-,-,24/29 (83%),48,-,-,5,rRbLBy3N,Sporting CP,Gil Vicente,3-0
Murilo de Souza,Extremo,6.2,3,0.41,27/32 (84%),48,7,1/2 (50%),10,rRbLBy3N,Sporting CP,Gil Vicente,3-0
Elimbi M.,Defesa-central,6.1,1,0.01,30/35 (86%),43,1,-,2,rRbLBy3N,Sporting CP,Gil Vicente,3-0
Fernandes J.,Extremo,6.1,-,-,4/8 (50%),25,-,0/2 (0%),9,rRbLBy3N,Sporting CP,Gil Vicente,3-0
Garcia S.,Médio ofensivo,6.1,1,0.02,34/42 (81%),58,1,-,15,rRbLBy3N,Sporting CP,Gil Vicente,3-0
Figueira Daniel,Guarda-redes,6.0,-,-,12/22 (55%),32,-,-,-,rRbLBy3N,Sporting CP,Gil Vicente,3-0
Varela G.,Avançado,5.8,1,0.07,13/17 (76%),28,3,1/3 (33%),14,rRbLBy3N,Sporting CP,Gil Vicente,3-0
Ze Carlos,Lateral,5.8,-,-,15/21 (71%),30,-,-,3,rRbLBy3N,Sporting CP,Gil Vicente,3-0
Bermejo,Avançado,-,-,-,8/8 (100%),9,-,-,-,rRbLBy3N,Sporting CP,Gil Vicente,3-0
Blopa S.,Defesa,-,-,-,-,-,-,-,-,rRbLBy3N,Sporting CP,Gil Vicente,3-0
Mangas R.,Defesa,-,-,-,1/1 (100%),2,-,-,-,rRbLBy3N,Sporting CP,Gil Vicente,3-0
Ze Carlos,Médio,-,-,-,7/7 (100%),9,-,-,2,rRbLBy3N,Sporting CP,Gil Vicente,3-0
Tiago Esgaio,Lateral,8.5,1,0.11,35/49 (71%),70,2,-,11,A1I2OEnT,Arouca,Tondela,3-1
Fukui T.,Médio,8.3,2,0.05,28/36 (78%),55,-,1/2 (50%),7,A1I2OEnT,Arouca,Tondela,3-1
Trezza A.,Extremo,8.2,4,0.43,13/18 (72%),44,7,3/4 (75%),15,A1I2OEnT,Arouca,Tondela,3-1
Gozalbez P.,Médio ofensivo,7.7,2,0.17,21/23 (91%),43,2,1/3 (33%),8,A1I2OEnT,Arouca,Tondela,3-1
Lee H.,Médio,7.5,1,0.44,11/15 (73%),20,2,1/1 (100%),7,A1I2OEnT,Arouca,Tondela,3-1
Rony Lopes,Avançado,7.5,5,0.23,27/40 (68%),63,1,1/3 (33%),7,A1I2OEnT,Arouca,Tondela,3-1
Nandin D.,Avançado,7.3,-,-,6/11 (55%),24,2,1/3 (33%),12,A1I2OEnT,Arouca,Tondela,3-1
van Ee E.,Médio,7.3,-,-,39/44 (89%),60,-,-,13,A1I2OEnT,Arouca,Tondela,3-1
Aiko M.,Médio ofensivo,7.0,1,0.05,10/12 (83%),30,4,2/3 (67%),9,A1I2OEnT,Arouca,Tondela,3-1
Barbero I.,Avançado,6.9,6,0.57,10/12 (83%),25,6,0/1 (0%),5,A1I2OEnT,Arouca,Tondela,3-1
Djouahra N.,Extremo,6.8,-,-,17/20 (85%),25,-,0/2 (0%),1,A1I2OEnT,Arouca,Tondela,3-1
Fayed O.,Defesa-central,6.7,-,-,43/50 (86%),58,1,1/1 (100%),10,A1I2OEnT,Arouca,Tondela,3-1
Kuipers B.,Lateral,6.6,-,-,27/36 (75%),60,1,-,3,A1I2OEnT,Arouca,Tondela,3-1
Hodge J.,Médio,6.5,-,-,10/12 (83%),17,1,-,5,A1I2OEnT,Arouca,Tondela,3-1
De Arruabarrena I.,Guarda-redes,6.4,-,-,29/43 (67%),52,-,-,1,A1I2OEnT,Arouca,Tondela,3-1
Marques C.,Defesa-central,6.4,-,-,46/50 (92%),64,-,-,5,A1I2OEnT,Arouca,Tondela,3-1
Pedro Santos,Médio,6.4,-,-,14/15 (93%),19,-,-,2,A1I2OEnT,Arouca,Tondela,3-1
Silva J.,Defesa-central,6.4,-,-,45/51 (88%),68,-,-,10,A1I2OEnT,Arouca,Tondela,3-1
Flores M.,Médio,6.3,-,-,4/4 (100%),7,-,-,-,A1I2OEnT,Arouca,Tondela,3-1
Pedro Maranhao,Médio ofensivo,6.3,1,0.20,9/15 (60%),35,3,3/6 (50%),11,A1I2OEnT,Arouca,Tondela,3-1
Sanchez J.,Defesa-central,6.3,-,-,66/77 (86%),84,-,-,4,A1I2OEnT,Arouca,Tondela,3-1
Tavares H.,Médio,6.3,-,-,7/8 (88%),12,-,-,2,A1I2OEnT,Arouca,Tondela,3-1
Felix H.,Médio,6.2,3,0.10,20/27 (74%),43,4,-,9,A1I2OEnT,Arouca,Tondela,3-1
Kimpioka B.,Avançado,6.1,-,-,4/4 (100%),8,1,0/1 (0%),5,A1I2OEnT,Arouca,Tondela,3-1
Monteiro D.,Defesa,6.1,-,-,13/14 (93%),19,-,-,3,A1I2OEnT,Arouca,Tondela,3-1
Conceicao R.,Ala,6.0,-,-,25/28 (89%),57,2,1/4 (25%),7,A1I2OEnT,Arouca,Tondela,3-1
Manso T.,Ala,6.0,1,0.03,21/26 (81%),49,1,-,12,A1I2OEnT,Arouca,Tondela,3-1
Cicero,Médio,5.6,-,-,23/30 (77%),35,-,0/1 (0%),8,A1I2OEnT,Arouca,Tondela,3-1
Bernardo,Guarda-redes,5.4,-,-,23/32 (72%),40,-,-,2,A1I2OEnT,Arouca,Tondela,3-1
Rodriguez J.,Defesa-central,5.4,-,-,47/56 (84%),68,-,2/2 (100%),7,A1I2OEnT,Arouca,Tondela,3-1
Afonso J.,Defesa,-,-,-,2/4 (50%),4,-,-,1,A1I2OEnT,Arouca,Tondela,3-1
van der Heide A.,Avançado,-,-,-,6/7 (86%),13,3,-,2,A1I2OEnT,Arouca,Tondela,3-1
Doue G.,Médio,7.7,-,-,17/22 (77%),41,-,2/2 (100%),11,UoaZIhAj,Braga,Estrela da Amadora,2-2
Gabriel Moscardo,Defesa-central,7.5,-,-,58/63 (92%),77,-,1/1 (100%),11,UoaZIhAj,Braga,Estrela da Amadora,2-2
Lagerbielke G.,Defesa-central,7.4,1,0.02,87/90 (97%),95,-,-,6,UoaZIhAj,Braga,Estrela da Amadora,2-2
Martinez G.,Ala,7.4,1,0.95,18/23 (78%),42,3,0/2 (0%),11,UoaZIhAj,Braga,Estrela da Amadora,2-2
Victor P.,Avançado,7.4,3,0.85,53/60 (88%),79,5,1/4 (25%),13,UoaZIhAj,Braga,Estrela da Amadora,2-2
Moutinho J.,Médio,7.2,2,0.10,107/114 (94%),124,1,-,8,UoaZIhAj,Braga,Estrela da Amadora,2-2
Gomez V.,Ala,7.1,-,-,52/59 (88%),82,4,0/1 (0%),5,UoaZIhAj,Braga,Estrela da Amadora,2-2
Jovane,Avançado,7.1,1,0.03,4/4 (100%),5,1,-,1,UoaZIhAj,Braga,Estrela da Amadora,2-2
Luisinho,Médio,7.0,1,0.02,67/74 (91%),82,-,0/1 (0%),5,UoaZIhAj,Braga,Estrela da Amadora,2-2
Horta R.,Médio ofensivo,6.9,4,0.29,59/71 (83%),84,4,1/1 (100%),4,UoaZIhAj,Braga,Estrela da Amadora,2-2
Lekovic S.,Defesa-central,6.7,2,0.55,18/21 (86%),32,2,0/1 (0%),4,UoaZIhAj,Braga,Estrela da Amadora,2-2
Lelo L.,Defesa,6.7,-,-,28/32 (88%),46,2,0/1 (0%),5,UoaZIhAj,Braga,Estrela da Amadora,2-2
Ribeiro R.,Guarda-redes,6.6,-,-,12/28 (43%),34,-,-,1,UoaZIhAj,Braga,Estrela da Amadora,2-2
Navarro F.,Avançado,6.5,1,0.08,14/16 (88%),28,6,-,8,UoaZIhAj,Braga,Estrela da Amadora,2-2
Gorby,Médio,6.4,-,-,17/17 (100%),18,-,-,1,UoaZIhAj,Braga,Estrela da Amadora,2-2
Jansson K.,Médio,6.4,-,-,2/5 (40%),8,-,-,3,UoaZIhAj,Braga,Estrela da Amadora,2-2
Antonetti L.,Avançado,6.3,-,-,1/1 (100%),5,-,-,3,UoaZIhAj,Braga,Estrela da Amadora,2-2
Langa B.,Ala,6.3,-,-,10/12 (83%),36,-,-,5,UoaZIhAj,Braga,Estrela da Amadora,2-2
Robinho,Médio,6.3,-,-,2/3 (67%),5,1,-,2,UoaZIhAj,Braga,Estrela da Amadora,2-2
Hornicek L.,Guarda-redes,6.1,-,-,12/12 (100%),15,-,-,-,UoaZIhAj,Braga,Estrela da Amadora,2-2
Oliveira P.,Defesa-central,6.1,1,0.09,49/49 (100%),53,1,-,6,UoaZIhAj,Braga,Estrela da Amadora,2-2
