player,position,rating,total_remates,xG,passes_certos,toques,toques_area_adv,dribles,duelos,match_id,home,away,score
Fernandes M.,Defesa,6.3,-,-,6/7 (86%),12,-,-,6,fRuEYcrH,FC Porto,Braga,2-1
Froholdt V.,Médio,6.3,-,-,16/21 (76%),32,1,-,10,fRuEYcrH,FC Porto,Braga,2-1
Rosario P.,Médio,6.3,-,-,2/2 (100%),4,-,-,2,fRuEYcrH,FC Porto,Braga,2-1
Moutinho J.,Médio,6.2,-,-,46/49 (94%),51,-,-,3,fRuEYcrH,FC Porto,Braga,2-1
Navarro F.,Avançado,6.2,1,0.28,4/5 (80%),11,2,-,4,fRuEYcrH,FC Porto,Braga,2-1
Bednarek J.,Defesa-central,6.1,-,-,36/39 (92%),48,-,-,9,fRuEYcrH,FC Porto,Braga,2-1
William Gomes,Extremo,6.1,1,0.08,3/9 (33%),16,1,-,2,fRuEYcrH,FC Porto,Braga,2-1
Victor P.,Avançado,6.0,-,-,15/19 (79%),23,-,-,4,fRuEYcrH,FC Porto,Braga,2-1
Hornicek L.,Guarda-redes,5.8,-,-,42/57 (74%),63,-,-,1,fRuEYcrH,FC Porto,Braga,2-1
Martinez G.,Avançado,-,-,-,2/4 (50%),12,1,0/1 (0%),2,fRuEYcrH,FC Porto,Braga,2-1
Rodrigues D.,Médio,-,-,-,4/4 (100%),4,-,-,-,fRuEYcrH,FC Porto,Braga,2-1
Guilherme Schettine,Avançado,8.4,2,0.31,11/16 (69%),25,3,-,5,SjMWLKbB,Arouca,Moreirense,0-2
Landerson,Extremo,8.1,-,-,16/20 (80%),31,3,1/1 (100%),3,SjMWLKbB,Arouca,Moreirense,0-2
Fontan J.,Defesa-central,8.0,1,0.11,77/86 (90%),97,1,-,11,SjMWLKbB,Arouca,Moreirense,0-2
Maracas,Defesa-central,7.9,-,-,33/39 (85%),55,-,-,5,SjMWLKbB,Arouca,Moreirense,0-2
Simao D.,Médio,7.3,-,-,46/51 (90%),65,-,-,11,SjMWLKbB,Arouca,Moreirense,0-2
Ferreira A.,Guarda-redes,7.2,-,-,14/30 (47%),38,-,-,1,SjMWLKbB,Arouca,Moreirense,0-2
Stjepanovic M.,Médio,7.1,-,-,44/53 (83%),60,-,-,4,SjMWLKbB,Arouca,Moreirense,0-2
Kiko,Lateral,7.0,2,0.14,43/50 (86%),80,4,0/1 (0%),6,SjMWLKbB,Arouca,Moreirense,0-2
Sola A.,Lateral,6.9,1,0.02,38/46 (83%),79,4,0/2 (0%),6,SjMWLKbB,Arouca,Moreirense,0-2
Fayed O.,Defesa-central,6.7,-,-,81/88 (92%),97,-,3/3 (100%),5,SjMWLKbB,Arouca,Moreirense,0-2
Travassos,Extremo,6.7,-,-,17/23 (74%),43,1,1/2 (50%),14,SjMWLKbB,Arouca,Moreirense,0-2
Pinto D.,Lateral,6.6,-,-,29/39 (74%),74,1,2/4 (50%),10,SjMWLKbB,Arouca,Moreirense,0-2
Semedo L.,Avançado,6.6,1,0.18,5/9 (56%),12,-,1/1 (100%),3,SjMWLKbB,Arouca,Moreirense,0-2
Bernardo,Médio,6.5,-,-,30/39 (77%),59,2,1/4 (25%),21,SjMWLKbB,Arouca,Moreirense,0-2
Djouahra N.,Extremo,6.5,2,0.09,36/45 (80%),68,3,3/6 (50%),9,SjMWLKbB,Arouca,Moreirense,0-2
Lee H.,Médio ofensivo,6.5,3,0.20,32/33 (97%),52,5,3/4 (75%),14,SjMWLKbB,Arouca,Moreirense,0-2
Mantl N.,Guarda-redes,6.5,-,-,30/34 (88%),40,-,-,-,SjMWLKbB,Arouca,Moreirense,0-2
Marcelo,Defesa-central,6.5,-,-,32/45 (71%),58,2,-,3,SjMWLKbB,Arouca,Moreirense,0-2
Sousa V.,Médio,6.5,-,-,6/6 (100%),10,-,0/1 (0%),4,SjMWLKbB,Arouca,Moreirense,0-2
Alanzinho,Médio ofensivo,6.4,2,0.06,28/30 (93%),47,2,1/2 (50%),15,SjMWLKbB,Arouca,Moreirense,0-2
Gozalbez P.,Médio,6.4,-,-,6/8 (75%),16,-,-,5,SjMWLKbB,Arouca,Moreirense,0-2
Jorquera Romero J.,Avançado,6.4,-,-,2/3 (67%),8,-,-,2,SjMWLKbB,Arouca,Moreirense,0-2
Mansilla B.,Médio,6.3,-,-,4/6 (67%),16,-,0/2 (0%),5,SjMWLKbB,Arouca,Moreirense,0-2
Puche,Avançado,6.3,-,-,8/10 (80%),13,-,-,-,SjMWLKbB,Arouca,Moreirense,0-2
Tiago Esgaio,Lateral,6.2,1,0.06,41/57 (72%),81,2,-,8,SjMWLKbB,Arouca,Moreirense,0-2
Trezza A.,Extremo,6.1,-,-,17/19 (89%),34,1,0/1 (0%),8,SjMWLKbB,Arouca,Moreirense,0-2
Fukui T.,Médio,5.9,1,0.03,53/57 (93%),68,-,0/1 (0%),7,SjMWLKbB,Arouca,Moreirense,0-2
Barbero I.,Avançado,5.6,2,0.08,11/18 (61%),28,4,0/1 (0%),9,SjMWLKbB,Arouca,Moreirense,0-2
Alex Pinto,Defesa,-,-,-,5/5 (100%),6,-,1/1 (100%),1,SjMWLKbB,Arouca,Moreirense,0-2
Rodri,Médio,-,-,-,6/7 (86%),10,-,1/2 (50%),3,SjMWLKbB,Arouca,Moreirense,0-2
Spencer D.,Extremo,7.6,1,0.06,30/38 (79%),56,2,4/5 (80%),12,QRPFP2an,AFS,Tondela,2-2
Afonso J.,Defesa-central,7.5,-,-,35/44 (80%),59,-,-,9,QRPFP2an,AFS,Tondela,2-2
Perea O.,Extremo,7.4,4,0.38,11/19 (58%),35,3,2/3 (67%),8,QRPFP2an,AFS,Tondela,2-2
Tavares H.,Médio,7.3,-,-,23/30 (77%),42,-,0/1 (0%),10,QRPFP2an,AFS,Tondela,2-2
Medina B.,Defesa-central,7.2,1,0.57,30/35 (86%),56,1,1/1 (100%),15,QRPFP2an,AFS,Tondela,2-2
Pedro Maranhao,Extremo,6.9,3,0.90,15/18 (83%),44,3,1/1 (100%),11,QRPFP2an,AFS,Tondela,2-2
Barbosa R.,Médio ofensivo,6.8,2,0.12,20/26 (77%),41,2,1/2 (50%),7,QRPFP2an,AFS,Tondela,2-2
Felix H.,Médio,6.8,-,-,16/17 (94%),23,2,-,5,QRPFP2an,AFS,Tondela,2-2
Bebeto,Médio,6.7,-,-,7/9 (78%),21,1,1/2 (50%),6,QRPFP2an,AFS,Tondela,2-2
Rony Lopes,Médio ofensivo,6.7,2,0.04,13/18 (72%),29,1,-,4,QRPFP2an,AFS,Tondela,2-2
Bane S.,Lateral,6.6,1,0.07,23/36 (64%),58,1,2/3 (67%),9,QRPFP2an,AFS,Tondela,2-2
Vita R.,Lateral,6.6,1,-,14/19 (74%),40,-,-,6,QRPFP2an,AFS,Tondela,2-2
Bernardo,Guarda-redes,6.5,-,-,23/32 (72%),39,-,-,-,QRPFP2an,AFS,Tondela,2-2
Kiki,Lateral,6.5,-,-,31/36 (86%),67,2,1/1 (100%),8,QRPFP2an,AFS,Tondela,2-2
Rodriguez J.,Médio,6.5,-,-,8/13 (62%),21,-,-,3,QRPFP2an,AFS,Tondela,2-2
Siebatcheu J.,Avançado,6.5,1,0.25,4/8 (50%),12,1,-,3,QRPFP2an,AFS,Tondela,2-2
Akinsola T.,Avançado,6.4,-,-,5/5 (100%),10,1,1/1 (100%),1,QRPFP2an,AFS,Tondela,2-2
Pedro Lima,Médio,6.4,1,0.04,7/11 (64%),13,-,-,3,QRPFP2an,AFS,Tondela,2-2
Tomane,Avançado,6.4,2,0.15,11/15 (73%),36,5,0/3 (0%),22,QRPFP2an,AFS,Tondela,2-2
Lourenco B.,Avançado,6.3,-,-,6/13 (46%),20,1,0/1 (0%),6,QRPFP2an,AFS,Tondela,2-2
Rodriguez Y.,Avançado,6.3,1,0.19,2/3 (67%),13,2,1/3 (33%),5,QRPFP2an,AFS,Tondela,2-2
Cavaleiro I.,Avançado,6.2,1,0.04,6/7 (86%),22,3,-,6,QRPFP2an,AFS,Tondela,2-2
Devenish C.,Defesa-central,6.2,-,-,31/35 (89%),46,-,-,4,QRPFP2an,AFS,Tondela,2-2
Grau J.,Médio,6.2,-,-,25/32 (78%),36,-,-,4,QRPFP2an,AFS,Tondela,2-2
Semedo R.,Defesa-central,6.2,-,-,37/45 (82%),56,-,-,11,QRPFP2an,AFS,Tondela,2-2
Sithole S.,Médio,6.2,-,-,26/34 (76%),46,1,-,12,QRPFP2an,AFS,Tondela,2-2
Yarlen,Extremo,6.2,-,-,6/6 (100%),15,1,1/2 (50%),5,QRPFP2an,AFS,Tondela,2-2
Joao Goncalves,Guarda-redes,5.9,-,-,19/28 (68%),32,-,-,-,QRPFP2an,AFS,Tondela,2-2
Manso T.,Lateral,5.9,-,-,15/20 (75%),37,-,-,8,QRPFP2an,AFS,Tondela,2-2
Assuncao G.,Médio,5.8,3,0.05,31/39 (79%),56,2,0/1 (0%),10,QRPFP2an,AFS,Tondela,2-2
Nene,Avançado,-,1,0.05,1/2 (50%),7,2,-,2,QRPFP2an,AFS,Tondela,2-2
Rivas D.,Defesa,-,-,-,3/5 (60%),8,1,-,1,QRPFP2an,AFS,Tondela,2-2
Lukebakio D.,Extremo,9.0,3,0.13,34/37 (92%),61,4,5/7 (71%),12,jgZMWyDT,Vitória SC,Benfica,0-3
Otamendi N.,Defesa-central,8.4,1,-,83/93 (89%),108,1,1/1 (100%),8,jgZMWyDT,Vitória SC,Benfica,0-3
Barrenechea E.,Médio,8.2,2,0.13,73/74 (99%),81,-,0/1 (0%),5,jgZMWyDT,Vitória SC,Benfica,0-3
Dahl S.,Lateral,8.1,1,0.05,51/55 (93%),78,5,0/2 (0%),12,jgZMWyDT,Vitória SC,Benfica,0-3
Araujo T.,Defesa-central,8.0,1,0.18,68/73 (93%),82,1,1/1 (100%),5,jgZMWyDT,Vitória SC,Benfica,0-3
Schjelderup A.,Avançado,7.7,1,0.06,18/20 (90%),40,6,2/6 (33%),12,jgZMWyDT,Vitória SC,Benfica,0-3
Prestianni G.,Extremo,7.4,3,0.09,14/18 (78%),36,1,4/5 (80%),7,jgZMWyDT,Vitória SC,Benfica,0-3
Barreiro L.,Médio,7.2,4,0.56,6/7 (86%),13,6,-,3,jgZMWyDT,Vitória SC,Benfica,0-3
Rios R.,Médio,7.1,3,0.28,51/57 (89%),66,2,1/1 (100%),7,jgZMWyDT,Vitória SC,Benfica,0-3
Trubin A.,Guarda-redes,7.1,-,-,21/21 (100%),29,-,-,-,jgZMWyDT,Vitória SC,Benfica,0-3
Aursnes F.,Lateral,7.0,2,0.12,44/48 (92%),62,2,-,1,jgZMWyDT,Vitória SC,Benfica,0-3
Castillo J.,Guarda-redes,6.9,-,-,17/24 (71%),35,-,-,-,jgZMWyDT,Vitória SC,Benfica,0-3
Sudakov G.,Médio ofensivo,6.9,1,0.04,18/26 (69%),35,1,1/1 (100%),3,jgZMWyDT,Vitória SC,Benfica,0-3
Rivas Viondi O.,Defesa-central,6.7,1,0.10,38/43 (88%),55,2,-,3,jgZMWyDT,Vitória SC,Benfica,0-3
Arcanjo T.,Extremo,6.5,1,0.01,10/16 (63%),36,-,1/4 (25%),11,jgZMWyDT,Vitória SC,Benfica,0-3
Abascal R.,Defesa-central,6.4,-,-,27/35 (77%),47,-,-,6,jgZMWyDT,Vitória SC,Benfica,0-3
Oliveira N.,Avançado,6.3,-,-,3/3 (100%),6,-,-,2,jgZMWyDT,Vitória SC,Benfica,0-3
Samu,Médio ofensivo,6.3,3,0.16,19/23 (83%),38,2,1/1 (100%),10,jgZMWyDT,Vitória SC,Benfica,0-3
Saviolo N.,Avançado,6.3,-,-,-,-,-,-,-,jgZMWyDT,Vitória SC,Benfica,0-3
Nobrega M.,Defesa,6.2,-,-,8/10 (80%),21,-,-,6,jgZMWyDT,Vitória SC,Benfica,0-3
Felix V.,Avançado,6.1,-,-,7/12 (58%),19,-,-,9,jgZMWyDT,Vitória SC,Benfica,0-3
Mitrovic M.,Médio,6.1,-,-,4/8 (50%),11,-,1/1 (100%),3,jgZMWyDT,Vitória SC,Benfica,0-3
Pavlidis V.,Avançado,6.1,1,0.09,11/17 (65%),29,7,0/1 (0%),12,jgZMWyDT,Vitória SC,Benfica,0-3
Maga,Lateral,5.9,-,-,7/11 (64%),21,-,0/1 (0%),5,jgZMWyDT,Vitória SC,Benfica,0-3
Mendes J. II.,Lateral,5.9,1,0.03,21/25 (84%),41,-,-,4,jgZMWyDT,Vitória SC,Benfica,0-3
Beni,Médio,5.7,-,-,26/30 (87%),42,-,2/3 (67%),11,jgZMWyDT,Vitória SC,Benfica,0-3
Sousa D.,Médio,5.7,2,0.07,11/13 (85%),20,1,1/1 (100%),7,jgZMWyDT,Vitória SC,Benfica,0-3
Camara O.,Avançado,5.6,1,0.03,11/15 (73%),20,2,0/1 (0%),6,jgZMWyDT,Vitória SC,Benfica,0-3
Blanco F.,Extremo,4.4,1,0.03,7/11 (64%),16,1,-,6,jgZMWyDT,Vitória SC,Benfica,0-3
Araujo H.,Avançado,-,-,-,1/1 (100%),1,-,-,1,jgZMWyDT,Vitória SC,Benfica,0-3
Rego J.,Médio,-,1,0.44,1/1 (100%),2,1,-,1,jgZMWyDT,Vitória SC,Benfica,0-3
Veloso J.,Médio,-,-,-,4/4 (100%),4,-,-,-,jgZMWyDT,Vitória SC,Benfica,0-3
Lopes Cabral S.,Ala,9.4,5,1.68,13/15 (87%),45,6,3/4 (75%),10,YiTNNtUb,Casa Pia AC,Estrela da Amadora,3-5
Kikas,Avançado,7.7,2,0.23,5/7 (71%),15,3,-,6,YiTNNtUb,Casa Pia AC,Estrela da Amadora,3-5
Marcus A.,Médio ofensivo,7.7,1,0.14,18/22 (82%),33,2,0/1 (0%),8,YiTNNtUb,Casa Pia AC,Estrela da Amadora,3-5
Ngom O.,Médio,7.5,1,0.02,39/44 (89%),60,1,-,11,YiTNNtUb,Casa Pia AC,Estrela da Amadora,3-5
Miguel Sousa,Médio,7.2,-,-,5/7 (71%),12,1,-,5,YiTNNtUb,Casa Pia AC,Estrela da Amadora,3-5
Cassiano,Avançado,7.0,2,0.34,11/16 (69%),24,3,1/1 (100%),10,YiTNNtUb,Casa Pia AC,Estrela da Amadora,3-5
Fonte J.,Defesa-central,7.0,1,0.33,45/53 (85%),59,2,1/1 (100%),6,YiTNNtUb,Casa Pia AC,Estrela da Amadora,3-5
Jovane,Avançado,7.0,1,0.01,12/15 (80%),30,-,2/2 (100%),10,YiTNNtUb,Casa Pia AC,Estrela da Amadora,3-5
Geraldes A.,Ala,6.7,-,-,25/28 (89%),46,1,0/1 (0%),4,YiTNNtUb,Casa Pia AC,Estrela da Amadora,3-5
Nsona K.,Médio ofensivo,6.7,-,-,18/22 (82%),55,5,2/4 (50%),11,YiTNNtUb,Casa Pia AC,Estrela da Amadora,3-5
Livolant J.,Médio ofensivo,6.6,2,0.18,19/26 (73%),56,3,1/2 (50%),11,YiTNNtUb,Casa Pia AC,Estrela da Amadora,3-5
Kaique Rocha,Defesa-central,6.5,1,0.02,31/39 (79%),49,1,-,3,YiTNNtUb,Casa Pia AC,Estrela da Amadora,3-5
Montoia G.,Defesa,6.5,-,-,6/7 (86%),15,-,-,8,YiTNNtUb,Casa Pia AC,Estrela da Amadora,3-5
Moreira P.,Médio,6.5,1,0.06,14/21 (67%),32,-,-,8,YiTNNtUb,Casa Pia AC,Estrela da Amadora,3-5
Chernev A.,Defesa-central,6.4,-,-,33/40 (83%),50,-,-,7,YiTNNtUb,Casa Pia AC,Estrela da Amadora,3-5
Livramento D.,Avançado,6.4,2,0.05,1/1 (100%),5,1,-,2,YiTNNtUb,Casa Pia AC,Estrela da Amadora,3-5
Luan Patrick,Defesa-central,6.4,-,-,40/50 (80%),64,-,-,1,YiTNNtUb,Casa Pia AC,Estrela da Amadora,3-5
Meireles J.,Médio ofensivo,6.4,-,-,7/8 (88%),16,-,-,2,YiTNNtUb,Casa Pia AC,Estrela da Amadora,3-5
Rodrigo Pinho,Avançado,6.4,1,0.03,-,5,-,-,5,YiTNNtUb,Casa Pia AC,Estrela da Amadora,3-5
Larrazabal G.,Ala,6.3,-,-,26/32 (81%),49,-,0/2 (0%),6,YiTNNtUb,Casa Pia AC,Estrela da Amadora,3-5
Perez S.,Médio,6.3,-,-,10/11 (91%),13,-,-,1,YiTNNtUb,Casa Pia AC,Estrela da Amadora,3-5
Severina X.,Avançado,6.3,-,-,2/3 (67%),6,-,-,4,YiTNNtUb,Casa Pia AC,Estrela da Amadora,3-5
Otavio,Defesa-central,6.2,-,-,17/29 (59%),35,-,-,5,YiTNNtUb,Casa Pia AC,Estrela da Amadora,3-5
Mohamed I.,Médio,6.1,1,0.10,30/36 (83%),47,-,2/3 (67%),12,YiTNNtUb,Casa Pia AC,Estrela da Amadora,3-5
Encada J.,Ala,6.0,-,-,20/22 (91%),48,2,1/3 (33%),8,YiTNNtUb,Casa Pia AC,Estrela da Amadora,3-5
Sousa D.,Defesa-central,5.9,1,0.05,36/45 (80%),56,1,0/1 (0%),6,YiTNNtUb,Casa Pia AC,Estrela da Amadora,3-5
Ribeiro R.,Guarda-redes,5.5,-,-,13/21 (62%),33,-,-,2,YiTNNtUb,Casa Pia AC,Estrela da Amadora,3-5
Nhaga R.,Médio,5.3,-,-,24/30 (80%),43,-,1/1 (100%),10,YiTNNtUb,Casa Pia AC,Estrela da Amadora,3-5
Sequeira P.,Guarda-redes,4.4,-,-,17/18 (94%),27,-,-,1,YiTNNtUb,Casa Pia AC,Estrela da Amadora,3-5
Benaissa-Yahia F.,Defesa,-,-,-,1/2 (50%),6,-,-,-,YiTNNtUb,Casa Pia AC,Estrela da Amadora,3-5
Robinho,Médio,-,-,-,0/1 (0%),3,-,-,-,YiTNNtUb,Casa Pia AC,Estrela da Amadora,3-5
Sola A.,Médio,-,-,-,1/1 (100%),2,-,-,1,YiTNNtUb,Casa Pia AC,Estrela da Amadora,3-5
Begraoui Y.,Avançado,9.2,4,1.56,18/21 (86%),32,9,2/2 (100%),4,04KvKbTN,Rio Ave,Estoril,0-4
Holsgrove J.,Médio,9.1,3,0.06,82/90 (91%),108,-,-,5,04KvKbTN,Rio Ave,Estoril,0-4
Carvalho J.,Médio ofensivo,7.7,4,0.40,48/60 (80%),82,7,1/3 (33%),5,04KvKbTN,Rio Ave,Estoril,0-4
Costa G.,Ala,7.4,1,0.12,18/25 (72%),55,2,1/2 (50%),7,04KvKbTN,Rio Ave,Estoril,0-4
Athanasiou N.,Ala,7.3,-,-,40/47 (85%),71,-,3/4 (75%),11,04KvKbTN,Rio Ave,Estoril,0-4
Boma K.,Defesa-central,7.3,2,0.25,61/64 (95%),75,3,1/1 (100%),8,04KvKbTN,Rio Ave,Estoril,0-4
Tsoungui A.,Defesa-central,7.2,1,0.07,28/30 (93%),41,-,-,6,04KvKbTN,Rio Ave,Estoril,0-4
Carvalho P.,Ala,7.1,2,0.18,36/41 (88%),62,3,0/1 (0%),6,04KvKbTN,Rio Ave,Estoril,0-4
Lacximicant A.,Avançado,7.1,5,0.42,12/17 (71%),29,12,0/1 (0%),13,04KvKbTN,Rio Ave,Estoril,0-4
Parente T.,Defesa,7.1,-,-,23/25 (92%),30,4,-,3,04KvKbTN,Rio Ave,Estoril,0-4
Bacher F.,Defesa-central,6.9,1,0.10,55/60 (92%),72,2,-,9,04KvKbTN,Rio Ave,Estoril,0-4
Ferro,Defesa,6.8,-,-,27/30 (90%),34,-,-,6,04KvKbTN,Rio Ave,Estoril,0-4
Pizzi,Médio,6.8,-,-,40/41 (98%),43,-,-,2,04KvKbTN,Rio Ave,Estoril,0-4
Robles J.,Guarda-redes,6.8,-,-,8/8 (100%),16,-,-,-,04KvKbTN,Rio Ave,Estoril,0-4
Jandro,Médio,6.7,-,-,54/58 (93%),63,1,-,3,04KvKbTN,Rio Ave,Estoril,0-4
Patrick de Paula,Médio,6.6,1,0.03,24/28 (86%),29,-,-,3,04KvKbTN,Rio Ave,Estoril,0-4
Nikitscher T.,Médio,6.5,-,-,16/17 (94%),21,-,-,1,04KvKbTN,Rio Ave,Estoril,0-4
Vrousai M.,Ala,6.5,-,-,15/19 (79%),34,-,-,4,04KvKbTN,Rio Ave,Estoril,0-4
Aguilera Zamora B.,Médio,6.4,-,-,22/28 (79%),31,-,1/1 (100%),5,04KvKbTN,Rio Ave,Estoril,0-4
Gual M.,Avançado,6.4,-,-,13/15 (87%),18,-,-,2,04KvKbTN,Rio Ave,Estoril,0-4
Brabec J.,Defesa-central,6.3,-,-,51/54 (94%),64,-,-,4,04KvKbTN,Rio Ave,Estoril,0-4
Andre Luiz,Médio ofensivo,6.2,1,0.17,8/9 (89%),29,2,2/6 (33%),7,04KvKbTN,Rio Ave,Estoril,0-4
da Silva Moreira E.,Médio,6.2,-,-,16/18 (89%),26,-,0/3 (0%),4,04KvKbTN,Rio Ave,Estoril,0-4
Ntoi A.,Médio,6.2,1,0.05,39/49 (80%),66,1,2/3 (67%),8,04KvKbTN,Rio Ave,Estoril,0-4
Spikic D.,Médio ofensivo,6.1,-,-,11/13 (85%),28,2,1/3 (33%),5,04KvKbTN,Rio Ave,Estoril,0-4
Lomboto J.,Defesa-central,6.0,-,-,29/31 (94%),43,-,0/1 (0%),5,04KvKbTN,Rio Ave,Estoril,0-4
Liavas G.,Médio,5.9,-,-,45/50 (90%),58,-,1/1 (100%),5,04KvKbTN,Rio Ave,Estoril,0-4
Clayton,Avançado,5.6,-,-,9/14 (64%),28,-,0/2 (0%),14,04KvKbTN,Rio Ave,Estoril,0-4
Miszta C.,Guarda-redes,4.8,-,-,31/45 (69%),51,-,-,1,04KvKbTN,Rio Ave,Estoril,0-4
Panzo J.,Defesa-central,4.3,-,-,16/20 (80%),23,-,-,2,04KvKbTN,Rio Ave,Estoril,0-4
Graca J.,Médio,-,-,-,6/8 (75%),11,-,2/3 (67%),3,04KvKbTN,Rio Ave,Estoril,0-4
Guitane R.,Avançado,-,-,-,8/9 (89%),10,1,0/1 (0%),1,04KvKbTN,Rio Ave,Estoril,0-4
Joujou A.,Extremo,7.5,3,0.26,4/9 (44%),24,4,0/2 (0%),7,negcxtqh,Nacional,Famalicão,0-1
Pinheiro R.,Lateral,7.5,-,-,27/38 (71%),64,3,1/4 (25%),13,negcxtqh,Nacional,Famalicão,0-1
Sa G.,Médio ofensivo,7.4,1,0.06,33/40 (83%),59,3,0/1 (0%),9,negcxtqh,Nacional,Famalicão,0-1
Ba I.,Defesa-central,7.3,1,0.05,34/43 (79%),56,2,1/1 (100%),19,negcxtqh,Nacional,Famalicão,0-1
Carevic L.,Guarda-redes,7.3,-,-,23/30 (77%),38,-,-,-,negcxtqh,Nacional,Famalicão,0-1
Realpe L.,Defesa-central,7.2,-,-,34/36 (94%),47,-,0/1 (0%),6,negcxtqh,Nacional,Famalicão,0-1
Pedro Bondo,Lateral,7.1,1,0.04,17/25 (68%),55,2,1/1 (100%),9,negcxtqh,Nacional,Famalicão,0-1
Sorriso,Extremo,7.1,3,0.08,28/33 (85%),59,5,1/4 (25%),15,negcxtqh,Nacional,Famalicão,0-1
De Amorim M.,Médio,7.0,1,0.11,22/28 (79%),46,2,2/3 (67%),13,negcxtqh,Nacional,Famalicão,0-1
Leo Santos,Defesa-central,7.0,-,-,26/34 (76%),51,1,-,10,negcxtqh,Nacional,Famalicão,0-1
Zabiri Y.,Avançado,6.8,1,0.02,6/6 (100%),11,1,1/1 (100%),3,negcxtqh,Nacional,Famalicão,0-1
Liziero,Médio,6.7,-,-,27/38 (71%),53,-,-,3,negcxtqh,Nacional,Famalicão,0-1
Van de Looi T.,Médio,6.7,2,0.05,34/37 (92%),45,2,-,2,negcxtqh,Nacional,Famalicão,0-1
Gil Dias,Avançado,6.6,3,0.65,10/16 (63%),28,3,1/2 (50%),7,negcxtqh,Nacional,Famalicão,0-1
Paulinho Boia,Extremo,6.6,3,0.16,7/13 (54%),39,1,1/4 (25%),15,negcxtqh,Nacional,Famalicão,0-1
Aurelio J.,Lateral,6.5,1,0.03,22/26 (85%),46,3,-,8,negcxtqh,Nacional,Famalicão,0-1
Kaique Pereira,Guarda-redes,6.5,-,-,25/31 (81%),36,-,-,2,negcxtqh,Nacional,Famalicão,0-1
Ramirez J.,Avançado,6.5,1,0.04,15/20 (75%),33,2,2/3 (67%),23,negcxtqh,Nacional,Famalicão,0-1
Nunez A.,Defesa,6.4,-,-,2/2 (100%),7,-,-,2,negcxtqh,Nacional,Famalicão,0-1
Rafa Soares,Defesa,6.4,-,-,8/8 (100%),12,-,-,-,negcxtqh,Nacional,Famalicão,0-1
Soares F.,Médio ofensivo,6.4,-,-,23/26 (88%),39,-,1/4 (25%),8,negcxtqh,Nacional,Famalicão,0-1
Vallier L.,Defesa,6.4,-,-,4/5 (80%),10,-,-,2,negcxtqh,Nacional,Famalicão,0-1
Elisor S.,Avançado,6.2,4,0.29,7/9 (78%),22,5,-,12,negcxtqh,Nacional,Famalicão,0-1
Nourani M.,Médio,6.2,1,0.14,2/3 (67%),10,1,0/1 (0%),4,negcxtqh,Nacional,Famalicão,0-1
Jose Gomes,Lateral,6.1,-,-,11/15 (73%),30,1,0/1 (0%),9,negcxtqh,Nacional,Famalicão,0-1
Witi,Extremo,6.1,1,0.02,7/13 (54%),32,2,0/3 (0%),11,negcxtqh,Nacional,Famalicão,0-1
Matheus Dias,Médio,5.9,1,0.01,15/17 (88%),35,-,1/1 (100%),9,negcxtqh,Nacional,Famalicão,0-1
Ze Vitor,Defesa-central,5.7,-,-,25/31 (81%),49,2,0/1 (0%),9,negcxtqh,Nacional,Famalicão,0-1
Pena M.,Médio,-,-,-,0/1 (0%),3,-,-,4,negcxtqh,Nacional,Famalicão,0-1
Silva J.,Médio,-,-,-,2/4 (50%),5,-,-,3,negcxtqh,Nacional,Famalicão,0-1
Sousa A.,Médio,-,-,-,5/6 (83%),8,-,-,1,negcxtqh,Nacional,Famalicão,0-1
Pote,Extremo,9.2,3,0.10,47/55 (85%),72,3,0/1 (0%),4,Kl1BExio,Sporting CP,Alverca,2-0
Hjulmand M.,Médio,8.6,1,0.01,92/97 (95%),104,-,-,4,Kl1BExio,Sporting CP,Alverca,2-0
Inacio G.,Defesa-central,8.4,2,0.20,109/117 (93%),128,3,-,9,Kl1BExio,Sporting CP,Alverca,2-0
Diomande O.,Defesa-central,8.1,1,0.16,66/68 (97%),75,1,-,13,Kl1BExio,Sporting CP,Alverca,2-0
Trincão,Médio ofensivo,8.0,3,0.19,51/55 (93%),74,4,0/4 (0%),7,Kl1BExio,Sporting CP,Alverca,2-0
Ioannidis F.,Avançado,7.8,3,0.43,1/4 (25%),12,3,2/2 (100%),4,Kl1BExio,Sporting CP,Alverca,2-0
Araujo M.,Lateral,7.3,1,0.03,49/57 (86%),82,11,2/5 (40%),11,Kl1BExio,Sporting CP,Alverca,2-0
Meupiyou B.,Defesa-central,7.3,-,-,21/25 (84%),41,-,1/2 (50%),6,Kl1BExio,Sporting CP,Alverca,2-0
Vagiannidis G.,Defesa,7.2,1,0.02,46/50 (92%),66,-,0/1 (0%),7,Kl1BExio,Sporting CP,Alverca,2-0
Simoes J.,Médio,7.0,4,0.48,27/27 (100%),43,9,1/1 (100%),7,Kl1BExio,Sporting CP,Alverca,2-0
Alisson Santos,Avançado,6.9,2,0.14,3/6 (50%),17,3,1/2 (50%),5,Kl1BExio,Sporting CP,Alverca,2-0
Silva R.,Guarda-redes,6.8,-,-,23/24 (96%),31,-,-,-,Kl1BExio,Sporting CP,Alverca,2-0
Gomes A.,Guarda-redes,6.7,-,-,22/35 (63%),47,-,-,1,Kl1BExio,Sporting CP,Alverca,2-0
Lincoln,Médio,6.7,-,-,19/24 (79%),35,-,-,5,Kl1BExio,Sporting CP,Alverca,2-0
